Year,Age,Site,Plot,Line,BulkDensity,Veg_Type,Veg.Cat,
1960,Old,14-F05,3,1,0,DS,Shrub,
1960,Old,14-F05,3,1,0.0564,LH,Grass/Herb,
1960,Old,14-F05,3,1,0,DH,Grass/Herb,
1960,Old,14-F05,3,1,0.048,LG,Grass/Herb,
1960,Old,14-F05,3,1,0,DG,Grass/Herb,
1960,Old,14-F05,3,1,0,Li,Litter,
1960,Old,14-F05,3,2,0,LS,Shrub,
1960,Old,14-F05,3,2,0,DS,Shrub,
1960,Old,14-F05,3,2,0.0192,LH,Grass/Herb,
1960,Old,14-F05,3,2,0,DH,Grass/Herb,
1960,Old,14-F05,3,2,0.0144,LG,Grass/Herb,
1960,Old,14-F05,3,2,0,DG,Grass/Herb,
1960,Old,14-F05,3,2,0,Li,Litter,
1990,Old,13-42A,1,1,0.03294,LS,Shrub,
1990,Old,13-42A,1,1,0,DS,Shrub,
1990,Old,13-42A,1,1,0.048,LH,Grass/Herb,
1990,Old,13-42A,1,1,0,DH,Grass/Herb,
1990,Old,13-42A,1,1,0.024,LG,Grass/Herb,
1990,Old,13-42A,1,1,0.0048,DG,Grass/Herb,
1990,Old,13-42A,1,1,0,Li,Litter,
1990,Old,13-42A,1,2,0.1098,LS,Shrub,
1990,Old,13-42A,1,2,0.02196,DS,Shrub,
1990,Old,13-42A,1,2,0.2368,LH,Grass/Herb,
1990,Old,13-42A,1,2,0.048,DH,Grass/Herb,
1990,Old,13-42A,1,2,0.0528,LG,Grass/Herb,
1990,Old,13-42A,1,2,0.0384,DG,Grass/Herb,
1990,Old,13-42A,1,2,0,Li,Litter,
1990,Old,13-42A,2,1,0.02196,LS,Shrub,
1990,Old,13-42A,2,1,0,DS,Shrub,
1990,Old,13-42A,2,1,0.0984,LH,Grass/Herb,
1990,Old,13-42A,2,1,0,DH,Grass/Herb,
1990,Old,13-42A,2,1,0.024,LG,Grass/Herb,
1990,Old,13-42A,2,1,0.0528,DG,Grass/Herb,
1990,Old,13-42A,2,1,0,Li,Litter,
1990,Old,13-42A,2,2,0.04392,LS,Shrub,
1990,Old,13-42A,2,2,0.02196,DS,Shrub,
1990,Old,13-42A,2,2,0.0192,LH,Grass/Herb,
1990,Old,13-42A,2,2,0.0432,DH,Grass/Herb,
1990,Old,13-42A,2,2,0.0192,LG,Grass/Herb,
1990,Old,13-42A,2,2,0.0528,DG,Grass/Herb,
1990,Old,13-42A,2,2,0,Li,Litter,
1990,Old,13-42A,3,1,0.0549,LS,Shrub,
1990,Old,13-42A,3,1,0,DS,Shrub,
1990,Old,13-42A,3,1,0.0516,LH,Grass/Herb,
1990,Old,13-42A,3,1,0,DH,Grass/Herb,
1990,Old,13-42A,3,1,0.0192,LG,Grass/Herb,
1990,Old,13-42A,3,1,0.048,DG,Grass/Herb,
1990,Old,13-42A,3,1,0,Li,Litter,
1990,Old,13-42A,3,2,0.129015,LS,Shrub,
1990,Old,13-42A,3,2,0,DS,Shrub,
1990,Old,13-42A,3,2,0.048,LH,Grass/Herb,
1990,Old,13-42A,3,2,0.0528,DH,Grass/Herb,
1990,Old,13-42A,3,2,0.024,LG,Grass/Herb,
1990,Old,13-42A,3,2,0.024,DG,Grass/Herb,
1990,Old,13-42A,3,2,0,Li,Litter,
1990,Old,13-46A,1,1,0.27084,LS,Shrub,
1990,Old,13-46A,1,1,0,DS,Shrub,
1990,Old,13-46A,1,1,0.238,LH,Grass/Herb,
1990,Old,13-46A,1,1,0,DH,Grass/Herb,
1990,Old,13-46A,1,1,0.072,LG,Grass/Herb,
1990,Old,13-46A,1,1,0.096,DG,Grass/Herb,
1990,Old,13-46A,1,1,0,Li,Litter,
1990,Old,13-46A,1,2,0.118035,LS,Shrub,
1990,Old,13-46A,1,2,0.04392,DS,Shrub,
1990,Old,13-46A,1,2,0,LH,Grass/Herb,
1990,Old,13-46A,1,2,0,DH,Grass/Herb,
1990,Old,13-46A,1,2,0.0288,LG,Grass/Herb,
1990,Old,13-46A,1,2,0.0288,DG,Grass/Herb,
1990,Old,13-46A,1,2,0,Li,Litter,
1990,Old,13-46A,2,1,0.2928,LS,Shrub,
1990,Old,13-46A,2,1,0,DS,Shrub,
1990,Old,13-46A,2,1,0.0144,LH,Grass/Herb,
1990,Old,13-46A,2,1,0,DH,Grass/Herb,
1990,Old,13-46A,2,1,0.1452,LG,Grass/Herb,
1990,Old,13-46A,2,1,0.0432,DG,Grass/Herb,
1990,Old,13-46A,2,1,0,Li,Litter,
1990,Old,13-46A,2,2,0.04392,LS,Shrub,
1990,Old,13-46A,2,2,0,DS,Shrub,
1990,Old,13-46A,2,2,0.0288,LH,Grass/Herb,
1990,Old,13-46A,2,2,0,DH,Grass/Herb,
1990,Old,13-46A,2,2,0.0192,LG,Grass/Herb,
1990,Old,13-46A,2,2,0.024,DG,Grass/Herb,
1990,Old,13-46A,2,2,0,Li,Litter,
1990,Old,13-46A,3,1,0.15189,LS,Shrub,
1990,Old,13-46A,3,1,0.03294,DS,Shrub,
1990,Old,13-46A,3,1,0.0288,LH,Grass/Herb,
1990,Old,13-46A,3,1,0,DH,Grass/Herb,
1990,Old,13-46A,3,1,0.0612,LG,Grass/Herb,
1990,Old,13-46A,3,1,0.0288,DG,Grass/Herb,
1990,Old,13-46A,3,1,0,Li,Litter,
1990,Old,13-46A,3,2,0.211365,LS,Shrub,
1990,Old,13-46A,3,2,0.03294,DS,Shrub,
1990,Old,13-46A,3,2,0.0192,LH,Grass/Herb,
1990,Old,13-46A,3,2,0.0048,DH,Grass/Herb,
1990,Old,13-46A,3,2,0.042,LG,Grass/Herb,
1990,Old,13-46A,3,2,0.0144,DG,Grass/Herb,
1990,Old,13-46A,3,2,0,Li,Litter,
1990,Old,13-45A,1,1,0.2379,LS,Shrub,
1990,Old,13-45A,1,1,0,DS,Shrub,
1990,Old,13-45A,1,1,0.0384,LH,Grass/Herb,
1990,Old,13-45A,1,1,0.024,DH,Grass/Herb,
1990,Old,13-45A,1,1,0.0432,LG,Grass/Herb,
1990,Old,13-45A,1,1,0.0672,DG,Grass/Herb,
1990,Old,13-45A,1,1,0,Li,Litter,
1990,Old,13-45A,1,2,0.06588,LS,Shrub,
1990,Old,13-45A,1,2,0.02196,DS,Shrub,
1990,Old,13-45A,1,2,0.048,LH,Grass/Herb,
1990,Old,13-45A,1,2,0,DH,Grass/Herb,
1990,Old,13-45A,1,2,0.3032,LG,Grass/Herb,
1990,Old,13-45A,1,2,0.0528,DG,Grass/Herb,
1990,Old,13-45A,1,2,0,Li,Litter,
1990,Old,13-45A,2,1,0.03294,LS,Shrub,
1990,Old,13-45A,2,1,0,DS,Shrub,
1990,Old,13-45A,2,1,0.238,LH,Grass/Herb,
1990,Old,13-45A,2,1,0,DH,Grass/Herb,
1990,Old,13-45A,2,1,0.0864,LG,Grass/Herb,
1990,Old,13-45A,2,1,0.1008,DG,Grass/Herb,
1990,Old,13-45A,2,1,0,Li,Litter,
1990,Old,13-45A,2,2,0.361425,LS,Shrub,
1990,Old,13-45A,2,2,0.06588,DS,Shrub,
1990,Old,13-45A,2,2,0.0192,LH,Grass/Herb,
1990,Old,13-45A,2,2,0,DH,Grass/Herb,
1990,Old,13-45A,2,2,0.0816,LG,Grass/Herb,
1990,Old,13-45A,2,2,0.048,DG,Grass/Herb,
1990,Old,13-45A,2,2,0,Li,Litter,
1990,Old,13-45A,3,1,0.2562,LS,Shrub,
1990,Old,13-45A,3,1,0,DS,Shrub,
1990,Old,13-45A,3,1,0.252,LH,Grass/Herb,
1990,Old,13-45A,3,1,0,DH,Grass/Herb,
1990,Old,13-45A,3,1,0,LG,Grass/Herb,
1990,Old,13-45A,3,1,0,DG,Grass/Herb,
1990,Old,13-45A,3,1,0,Li,Litter,
1990,Old,13-45A,3,2,0.30195,LS,Shrub,
1990,Old,13-45A,3,2,0.07686,DS,Shrub,
1990,Old,13-45A,3,2,0.0672,LH,Grass/Herb,
1990,Old,13-45A,3,2,0,DH,Grass/Herb,
1990,Old,13-45A,3,2,0,LG,Grass/Herb,
1990,Old,13-45A,3,2,0,DG,Grass/Herb,
1990,Old,13-45A,3,2,0,Li,Litter,
2000,Old,13-49B,1,1,0.04392,LS,Shrub,
2000,Old,13-49B,1,1,0.03294,DS,Shrub,
2000,Old,13-49B,1,1,0.098,LH,Grass/Herb,
2000,Old,13-49B,1,1,0.0144,DH,Grass/Herb,
2000,Old,13-49B,1,1,0.024,LG,Grass/Herb,
2000,Old,13-49B,1,1,0.0144,DG,Grass/Herb,
2000,Old,13-49B,1,1,0,Li,Litter,
2000,Old,13-49B,1,2,0.0549,LS,Shrub,
2000,Old,13-49B,1,2,0,DS,Shrub,
2000,Old,13-49B,1,2,0.0288,LH,Grass/Herb,
2000,Old,13-49B,1,2,0.0192,DH,Grass/Herb,
2000,Old,13-49B,1,2,0.024,LG,Grass/Herb,
2000,Old,13-49B,1,2,0.024,DG,Grass/Herb,
2000,Old,13-49B,1,2,0,Li,Litter,
2000,Old,13-49B,2,1,0.01098,LS,Shrub,
2000,Old,13-49B,2,1,0,DS,Shrub,
2000,Old,13-49B,2,1,0.0096,LH,Grass/Herb,
2000,Old,13-49B,2,1,0,DH,Grass/Herb,
2000,Old,13-49B,2,1,0.0144,LG,Grass/Herb,
2000,Old,13-49B,2,1,0.0288,DG,Grass/Herb,
2000,Old,13-49B,2,1,0,Li,Litter,
2000,Old,13-49B,2,2,0.0549,LS,Shrub,
2000,Old,13-49B,2,2,0,DS,Shrub,
2000,Old,13-49B,2,2,0.0384,LH,Grass/Herb,
2000,Old,13-49B,2,2,0,DH,Grass/Herb,
2000,Old,13-49B,2,2,0.024,LG,Grass/Herb,
2000,Old,13-49B,2,2,0.048,DG,Grass/Herb,
2000,Old,13-49B,2,2,0,Li,Litter,
2000,Old,13-49B,3,1,0.2562,LS,Shrub,
2000,Old,13-49B,3,1,0,DS,Shrub,
2000,Old,13-49B,3,1,0.0096,LH,Grass/Herb,
2000,Old,13-49B,3,1,0,DH,Grass/Herb,
2000,Old,13-49B,3,1,0.0288,LG,Grass/Herb,
2000,Old,13-49B,3,1,0.0192,DG,Grass/Herb,
2000,Old,13-49B,3,1,0,Li,Litter,
2000,Old,13-49B,3,2,0.04392,LS,Shrub,
2000,Old,13-49B,3,2,0.02196,DS,Shrub,
2000,Old,13-49B,3,2,0.0288,LH,Grass/Herb,
2000,Old,13-49B,3,2,0,DH,Grass/Herb,
2000,Old,13-49B,3,2,0.0192,LG,Grass/Herb,
2000,Old,13-49B,3,2,0.0336,DG,Grass/Herb,
2000,Old,13-49B,3,2,0,Li,Litter,
2000,Old,13-50C,1,1,0.244305,LS,Shrub,
2000,Old,13-50C,1,1,0,DS,Shrub,
2000,Old,13-50C,1,1,0.048,LH,Grass/Herb,
2000,Old,13-50C,1,1,0,DH,Grass/Herb,
2000,Old,13-50C,1,1,0.0144,LG,Grass/Herb,
2000,Old,13-50C,1,1,0.0144,DG,Grass/Herb,
2000,Old,13-50C,1,1,0,Li,Litter,
2000,Old,13-50C,1,2,0.04392,LS,Shrub,
2000,Old,13-50C,1,2,0,DS,Shrub,
2000,Old,13-50C,1,2,0.0432,LH,Grass/Herb,
2000,Old,13-50C,1,2,0,DH,Grass/Herb,
2000,Old,13-50C,1,2,0.0336,LG,Grass/Herb,
2000,Old,13-50C,1,2,0.0384,DG,Grass/Herb,
2000,Old,13-50C,1,2,0,Li,Litter,
2000,Old,13-50C,2,1,0.13908,LS,Shrub,
2000,Old,13-50C,2,1,0,DS,Shrub,
2000,Old,13-50C,2,1,0.0144,LH,Grass/Herb,
2000,Old,13-50C,2,1,0,DH,Grass/Herb,
2000,Old,13-50C,2,1,0.0048,LG,Grass/Herb,
2000,Old,13-50C,2,1,0.0096,DG,Grass/Herb,
2000,Old,13-50C,2,1,0,Li,Litter,
2000,Old,13-50C,2,2,0.03294,LS,Shrub,
2000,Old,13-50C,2,2,0,DS,Shrub,
2000,Old,13-50C,2,2,0.0192,LH,Grass/Herb,
2000,Old,13-50C,2,2,0.024,DH,Grass/Herb,
2000,Old,13-50C,2,2,0.0288,LG,Grass/Herb,
2000,Old,13-50C,2,2,0.0192,DG,Grass/Herb,
2000,Old,13-50C,2,2,0,Li,Litter,
2000,Old,13-50C,3,1,0.3294,LS,Shrub,
2000,Old,13-50C,3,1,0,DS,Shrub,
2000,Old,13-50C,3,1,0.0384,LH,Grass/Herb,
2000,Old,13-50C,3,1,0,DH,Grass/Herb,
2000,Old,13-50C,3,1,0.0848,LG,Grass/Herb,
2000,Old,13-50C,3,1,0.0336,DG,Grass/Herb,
2000,Old,13-50C,3,1,0,Li,Litter,
2000,Old,13-50C,3,2,0.06588,LS,Shrub,
2000,Old,13-50C,3,2,0.02196,DS,Shrub,
2000,Old,13-50C,3,2,0.0384,LH,Grass/Herb,
2000,Old,13-50C,3,2,0,DH,Grass/Herb,
2000,Old,13-50C,3,2,0.0624,LG,Grass/Herb,
2000,Old,13-50C,3,2,0.0528,DG,Grass/Herb,
2000,Old,13-50C,3,2,0,Li,Litter,
2000,Old,13-57A,1,1,0.306525,LS,Shrub,
2000,Old,13-57A,1,1,0,DS,Shrub,
2000,Old,13-57A,1,1,0.0896,LH,Grass/Herb,
2000,Old,13-57A,1,1,0,DH,Grass/Herb,
2000,Old,13-57A,1,1,0,LG,Grass/Herb,
2000,Old,13-57A,1,1,0.0096,DG,Grass/Herb,
2000,Old,13-57A,1,1,0,Li,Litter,
2000,Old,13-57A,1,2,0.15006,LS,Shrub,
2000,Old,13-57A,1,2,0,DS,Shrub,
2000,Old,13-57A,1,2,0.0528,LH,Grass/Herb,
2000,Old,13-57A,1,2,0.0288,DH,Grass/Herb,
2000,Old,13-57A,1,2,0.0384,LG,Grass/Herb,
2000,Old,13-57A,1,2,0.0432,DG,Grass/Herb,
2000,Old,13-57A,1,2,0,Li,Litter,
2000,Old,13-57A,2,1,0.0549,LS,Shrub,
2000,Old,13-57A,2,1,0,DS,Shrub,
2000,Old,13-57A,2,1,0.2348,LH,Grass/Herb,
2000,Old,13-57A,2,1,0,DH,Grass/Herb,
2000,Old,13-57A,2,1,0.28,LG,Grass/Herb,
2000,Old,13-57A,2,1,0.1548,DG,Grass/Herb,
2000,Old,13-57A,2,1,0,Li,Litter,
2000,Old,13-57A,2,2,0.04392,LS,Shrub,
2000,Old,13-57A,2,2,0.06588,DS,Shrub,
2000,Old,13-57A,2,2,0.0576,LH,Grass/Herb,
2000,Old,13-57A,2,2,0,DH,Grass/Herb,
2000,Old,13-57A,2,2,0.0624,LG,Grass/Herb,
2000,Old,13-57A,2,2,0.0432,DG,Grass/Herb,
2000,Old,13-57A,2,2,0,Li,Litter,
2000,Old,13-57A,3,1,0.32025,LS,Shrub,
2000,Old,13-57A,3,1,0.02196,DS,Shrub,
2000,Old,13-57A,3,1,0.0192,LH,Grass/Herb,
2000,Old,13-57A,3,1,0,DH,Grass/Herb,
2000,Old,13-57A,3,1,0.0432,LG,Grass/Herb,
2000,Old,13-57A,3,1,0.0192,DG,Grass/Herb,
2000,Old,13-57A,3,1,0,Li,Litter,
2000,Old,13-57A,3,2,0.0549,LS,Shrub,
2000,Old,13-57A,3,2,0.02196,DS,Shrub,
2000,Old,13-57A,3,2,0.0384,LH,Grass/Herb,
2000,Old,13-57A,3,2,0,DH,Grass/Herb,
2000,Old,13-57A,3,2,0.0672,LG,Grass/Herb,
2000,Old,13-57A,3,2,0.0576,DG,Grass/Herb,
2000,Old,13-57A,3,2,0,Li,Litter,
2000,Old,13-58A,1,1,0,LS,Shrub,
2000,Old,13-58A,1,1,0,DS,Shrub,
2000,Old,13-58A,1,1,0.112,LH,Grass/Herb,
2000,Old,13-58A,1,1,0,DH,Grass/Herb,
2000,Old,13-58A,1,1,0.322,LG,Grass/Herb,
2000,Old,13-58A,1,1,0.0528,DG,Grass/Herb,
2000,Old,13-58A,1,1,0,Li,Litter,
2000,Old,13-58A,1,2,0.02196,LS,Shrub,
2000,Old,13-58A,1,2,0.02196,DS,Shrub,
2000,Old,13-58A,1,2,0.2328,LH,Grass/Herb,
2000,Old,13-58A,1,2,0,DH,Grass/Herb,
2000,Old,13-58A,1,2,0.2772,LG,Grass/Herb,
2000,Old,13-58A,1,2,0.0528,DG,Grass/Herb,
2000,Old,13-58A,1,2,0,Li,Litter,
2000,Old,13-58A,2,1,0.23607,LS,Shrub,
2000,Old,13-58A,2,1,0,DS,Shrub,
2000,Old,13-58A,2,1,0.196,LH,Grass/Herb,
2000,Old,13-58A,2,1,0,DH,Grass/Herb,
2000,Old,13-58A,2,1,0.6404,LG,Grass/Herb,
2000,Old,13-58A,2,1,0.0528,DG,Grass/Herb,
2000,Old,13-58A,2,1,0,Li,Litter,
2000,Old,13-58A,2,2,0.03294,LS,Shrub,
2000,Old,13-58A,2,2,0,DS,Shrub,
2000,Old,13-58A,2,2,0.0384,LH,Grass/Herb,
2000,Old,13-58A,2,2,0,DH,Grass/Herb,
2000,Old,13-58A,2,2,0.048,LG,Grass/Herb,
2000,Old,13-58A,2,2,0.0612,DG,Grass/Herb,
2000,Old,13-58A,2,2,0,Li,Litter,
2000,Old,13-58A,3,1,0.06588,LS,Shrub,
2000,Old,13-58A,3,1,0,DS,Shrub,
2000,Old,13-58A,3,1,0.0528,LH,Grass/Herb,
2000,Old,13-58A,3,1,0,DH,Grass/Herb,
2000,Old,13-58A,3,1,0.0912,LG,Grass/Herb,
2000,Old,13-58A,3,1,0.0576,DG,Grass/Herb,
2000,Old,13-58A,3,1,0,Li,Litter,
2000,Old,13-58A,3,2,0.02196,LS,Shrub,
2000,Old,13-58A,3,2,0,DS,Shrub,
2000,Old,13-58A,3,2,0.0336,LH,Grass/Herb,
2000,Old,13-58A,3,2,0,DH,Grass/Herb,
2000,Old,13-58A,3,2,0.386,LG,Grass/Herb,
2000,Old,13-58A,3,2,0.0624,DG,Grass/Herb,
2000,Old,13-58A,3,2,0,Li,Litter,
Endemic,Old,13-06B,1,1,0.215025,LS,Shrub,
Endemic,Old,13-06B,1,1,0,DS,Shrub,
Endemic,Old,13-06B,1,1,0.0288,LH,Grass/Herb,
Endemic,Old,13-06B,1,1,0,DH,Grass/Herb,
Endemic,Old,13-06B,1,1,0.0288,LG,Grass/Herb,
Endemic,Old,13-06B,1,1,0.0192,DG,Grass/Herb,
Endemic,Old,13-06B,1,1,0,Li,Litter,
Endemic,Old,13-06B,1,2,0.03294,LS,Shrub,
Endemic,Old,13-06B,1,2,0.03294,DS,Shrub,
Endemic,Old,13-06B,1,2,0.0096,LH,Grass/Herb,
Endemic,Old,13-06B,1,2,0,DH,Grass/Herb,
Endemic,Old,13-06B,1,2,0.0096,LG,Grass/Herb,
Endemic,Old,13-06B,1,2,0.0096,DG,Grass/Herb,
Endemic,Old,13-06B,1,2,0,Li,Litter,
Endemic,Old,13-06B,2,1,0.2745,LS,Shrub,
Endemic,Old,13-06B,2,1,0.04392,DS,Shrub,
Endemic,Old,13-06B,2,1,0.0192,LH,Grass/Herb,
Endemic,Old,13-06B,2,1,0,DH,Grass/Herb,
Endemic,Old,13-06B,2,1,0.0144,LG,Grass/Herb,
Endemic,Old,13-06B,2,1,0.0096,DG,Grass/Herb,
Endemic,Old,13-06B,2,1,0,Li,Litter,
Endemic,Old,13-06B,2,2,0.08601,LS,Shrub,
Endemic,Old,13-06B,2,2,0.02196,DS,Shrub,
Endemic,Old,13-06B,2,2,0.0288,LH,Grass/Herb,
Endemic,Old,13-06B,2,2,0.0144,DH,Grass/Herb,
Endemic,Old,13-06B,2,2,0.024,LG,Grass/Herb,
Endemic,Old,13-06B,2,2,0.0048,DG,Grass/Herb,
Endemic,Old,13-06B,2,2,0,Li,Litter,
Endemic,Old,13-06B,3,1,0.215025,LS,Shrub,
Endemic,Old,13-06B,3,1,0.02196,DS,Shrub,
Endemic,Old,13-06B,3,1,0.024,LH,Grass/Herb,
Endemic,Old,13-06B,3,1,0,DH,Grass/Herb,
Endemic,Old,13-06B,3,1,0.024,LG,Grass/Herb,
Endemic,Old,13-06B,3,1,0.0096,DG,Grass/Herb,
Endemic,Old,13-06B,3,1,0,Li,Litter,
Endemic,Old,13-06B,3,2,0.224175,LS,Shrub,
Endemic,Old,13-06B,3,2,0.06588,DS,Shrub,
Endemic,Old,13-06B,3,2,0.0192,LH,Grass/Herb,
Endemic,Old,13-06B,3,2,0.0096,DH,Grass/Herb,
Endemic,Old,13-06B,3,2,0.0336,LG,Grass/Herb,
Endemic,Old,13-06B,3,2,0.024,DG,Grass/Herb,
Endemic,Old,13-06B,3,2,0,Li,Litter,
Endemic,Old,13-07B,1,1,0.08601,LS,Shrub,
Endemic,Old,13-07B,1,1,0,DS,Shrub,
Endemic,Old,13-07B,1,1,0.212,LH,Grass/Herb,
Endemic,Old,13-07B,1,1,0,DH,Grass/Herb,
Endemic,Old,13-07B,1,1,0.056,LG,Grass/Herb,
Endemic,Old,13-07B,1,1,0.0144,DG,Grass/Herb,
Endemic,Old,13-07B,1,1,0,Li,Litter,
Endemic,Old,13-07B,1,2,0.06588,LS,Shrub,
Endemic,Old,13-07B,1,2,0.04392,DS,Shrub,
Endemic,Old,13-07B,1,2,0.0336,LH,Grass/Herb,
Endemic,Old,13-07B,1,2,0.0336,DH,Grass/Herb,
Endemic,Old,13-07B,1,2,0,LG,Grass/Herb,
Endemic,Old,13-07B,1,2,0,DG,Grass/Herb,
Endemic,Old,13-07B,1,2,0,Li,Litter,
Endemic,Old,13-07B,2,1,0.178425,LS,Shrub,
Endemic,Old,13-07B,2,1,0,DS,Shrub,
Endemic,Old,13-07B,2,1,0.1128,LH,Grass/Herb,
Endemic,Old,13-07B,2,1,0,DH,Grass/Herb,
Endemic,Old,13-07B,2,1,0,LG,Grass/Herb,
Endemic,Old,13-07B,2,1,0,DG,Grass/Herb,
Endemic,Old,13-07B,2,1,0,Li,Litter,
Endemic,Old,13-07B,2,2,0.211365,LS,Shrub,
Endemic,Old,13-07B,2,2,0.02196,DS,Shrub,
Endemic,Old,13-07B,2,2,0.0576,LH,Grass/Herb,
Endemic,Old,13-07B,2,2,0.0144,DH,Grass/Herb,
Endemic,Old,13-07B,2,2,0,LG,Grass/Herb,
Endemic,Old,13-07B,2,2,0,DG,Grass/Herb,
Endemic,Old,13-07B,2,2,0,Li,Litter,
Endemic,Old,13-07B,3,1,0.255285,LS,Shrub,
Endemic,Old,13-07B,3,1,0,DS,Shrub,
Endemic,Old,13-07B,3,1,0.256,LH,Grass/Herb,
Endemic,Old,13-07B,3,1,0,DH,Grass/Herb,
Endemic,Old,13-07B,3,1,0.0096,LG,Grass/Herb,
Endemic,Old,13-07B,3,1,0.0096,DG,Grass/Herb,
Endemic,Old,13-07B,3,1,0,Li,Litter,
Endemic,Old,13-07B,3,2,0.07686,LS,Shrub,
Endemic,Old,13-07B,3,2,0.0549,DS,Shrub,
Endemic,Old,13-07B,3,2,0.0768,LH,Grass/Herb,
Endemic,Old,13-07B,3,2,0.0432,DH,Grass/Herb,
Endemic,Old,13-07B,3,2,0,LG,Grass/Herb,
Endemic,Old,13-07B,3,2,0,DG,Grass/Herb,
Endemic,Old,13-07B,3,2,0,Li,Litter,
Endemic,Old,13-07F,1,1,0.242475,LS,Shrub,
Endemic,Old,13-07F,1,1,0.02196,DS,Shrub,
Endemic,Old,13-07F,1,1,0.1684,LH,Grass/Herb,
Endemic,Old,13-07F,1,1,0,DH,Grass/Herb,
Endemic,Old,13-07F,1,1,0.0288,LG,Grass/Herb,
Endemic,Old,13-07F,1,1,0.024,DG,Grass/Herb,
Endemic,Old,13-07F,1,1,0,Li,Litter,
Endemic,Old,13-07F,1,2,0.02196,LS,Shrub,
Endemic,Old,13-07F,1,2,0.02196,DS,Shrub,
Endemic,Old,13-07F,1,2,0.0576,LH,Grass/Herb,
Endemic,Old,13-07F,1,2,0.0384,DH,Grass/Herb,
Endemic,Old,13-07F,1,2,0.0144,LG,Grass/Herb,
Endemic,Old,13-07F,1,2,0.0096,DG,Grass/Herb,
Endemic,Old,13-07F,1,2,0,Li,Litter,
Endemic,Old,13-07F,2,1,0,LS,Shrub,
Endemic,Old,13-07F,2,1,0,DS,Shrub,
Endemic,Old,13-07F,2,1,0.0144,LH,Grass/Herb,
Endemic,Old,13-07F,2,1,0,DH,Grass/Herb,
Endemic,Old,13-07F,2,1,0.0144,LG,Grass/Herb,
Endemic,Old,13-07F,2,1,0.0048,DG,Grass/Herb,
Endemic,Old,13-07F,2,1,0,Li,Litter,
Endemic,Old,13-07F,2,2,0.06588,LS,Shrub,
Endemic,Old,13-07F,2,2,0.03294,DS,Shrub,
Endemic,Old,13-07F,2,2,0.048,LH,Grass/Herb,
Endemic,Old,13-07F,2,2,0.024,DH,Grass/Herb,
Endemic,Old,13-07F,2,2,0.0144,LG,Grass/Herb,
Endemic,Old,13-07F,2,2,0.0096,DG,Grass/Herb,
Endemic,Old,13-07F,2,2,0,Li,Litter,
Endemic,Old,13-07F,3,1,0.02196,LS,Shrub,
Endemic,Old,13-07F,3,1,0,DS,Shrub,
Endemic,Old,13-07F,3,1,0.048,LH,Grass/Herb,
Endemic,Old,13-07F,3,1,0,DH,Grass/Herb,
Endemic,Old,13-07F,3,1,0,LG,Grass/Herb,
Endemic,Old,13-07F,3,1,0,DG,Grass/Herb,
Endemic,Old,13-07F,3,1,0,Li,Litter,
Endemic,Old,13-07F,3,2,0.01098,LS,Shrub,
Endemic,Old,13-07F,3,2,0,DS,Shrub,
Endemic,Old,13-07F,3,2,0.048,LH,Grass/Herb,
Endemic,Old,13-07F,3,2,0,DH,Grass/Herb,
Endemic,Old,13-07F,3,2,0.024,LG,Grass/Herb,
Endemic,Old,13-07F,3,2,0.0144,DG,Grass/Herb,
Endemic,Old,13-07F,3,2,0,Li,Litter,
Endemic,Old,13-107A,1,1,0.02196,LS,Shrub,
Endemic,Old,13-107A,1,1,0,DS,Shrub,
Endemic,Old,13-107A,1,1,0.0336,LH,Grass/Herb,
Endemic,Old,13-107A,1,1,0,DH,Grass/Herb,
